==25585== NVPROF is profiling process 25585, command: /home/aaron/miniconda3/envs/envRDkit/bin/python -m ipykernel_launcher -f /home/aaron/.local/share/jupyter/runtime/kernel-49e6b545-dbd0-4cce-8ede-4f0ea2f51625.json
==25585== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==25585== Profiling application: /home/aaron/miniconda3/envs/envRDkit/bin/python -m ipykernel_launcher -f /home/aaron/.local/share/jupyter/runtime/kernel-49e6b545-dbd0-4cce-8ede-4f0ea2f51625.json
==25585== Profiling result:
==25585== Metric result:
Invocations                               Metric Name                                                    Metric Description         Min         Max         Avg
Device "GeForce GTX TITAN X (0)"
    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1)
         45                 shared_store_transactions                                             Shared Store Transactions         533        2624        2253
         45                  shared_load_transactions                                              Shared Load Transactions         884        4352        4172
         45                   local_load_transactions                                               Local Load Transactions           0           0           0
         45                  local_store_transactions                                              Local Store Transactions           0           0           0
         45                          gst_transactions                                             Global Store Transactions          13          64          62
         45                    dram_read_transactions                                       Device Memory Read Transactions        1683        8510        6449
         45                   dram_write_transactions                                      Device Memory Write Transactions        1376        5971        4436
         45                           global_hit_rate                                     Global Hit Rate in unified l1/tex       0.00%       0.00%       0.00%
         45                            local_hit_rate                                                        Local Hit Rate       0.00%       0.00%       0.00%
         45                  gld_requested_throughput                                      Requested Global Load Throughput  10.706GB/s  42.409GB/s  34.394GB/s
         45                  gst_requested_throughput                                     Requested Global Store Throughput  36.646MB/s  171.48MB/s  140.44MB/s
         45                            gld_throughput                                                Global Load Throughput  19.436GB/s  84.818GB/s  68.340GB/s
         45                            gst_throughput                                               Global Store Throughput  73.292MB/s  342.95MB/s  280.88MB/s
         45                      dram_read_throughput                                         Device Memory Read Throughput  8.6627GB/s  34.836GB/s  28.141GB/s
         45                     dram_write_throughput                                        Device Memory Write Throughput  7.0826GB/s  24.414GB/s  19.356GB/s
         45                      tex_cache_throughput                                              Unified Cache Throughput  11.452GB/s  42.409GB/s  35.101GB/s
         45                     local_load_throughput                                          Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         45                    local_store_throughput                                         Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         45                    shared_load_throughput                                         Shared Memory Load Throughput  19.468GB/s  83.059GB/s  72.822GB/s
         45                   shared_store_throughput                                        Shared Memory Store Throughput  11.738GB/s  43.469GB/s  39.326GB/s
         45                            gld_efficiency                                         Global Memory Load Efficiency      50.00%      55.08%      51.36%
         45                            gst_efficiency                                        Global Memory Store Efficiency      50.00%      50.00%      50.00%
         45                    tex_cache_transactions                                            Unified Cache Transactions        2080       10240        8044
         45                         cf_fu_utilization                                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
         45                        tex_fu_utilization                                     Texture Function Unit Utilization     Low (1)     Low (1)     Low (1)
         45                       ldst_fu_utilization                                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
         45           double_precision_fu_utilization                            Double-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
         45                    special_fu_utilization                                     Special Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
         45           single_precision_fu_utilization                            Single-Precision Function Unit Utilization     Low (1)     Low (1)     Low (1)
         45                             flop_count_dp                           Floating Point Operations(Double Precision)           0           0           0
         45                         flop_count_dp_add                       Floating Point Operations(Double Precision Add)           0           0           0
         45                         flop_count_dp_fma                       Floating Point Operations(Double Precision FMA)           0           0           0
         45                         flop_count_dp_mul                       Floating Point Operations(Double Precision Mul)           0           0           0
         45                             flop_count_sp                           Floating Point Operations(Single Precision)       33228      163584      129352
         45                         flop_count_sp_add                       Floating Point Operations(Single Precision Add)        3276       16128       15842
         45                         flop_count_sp_fma                       Floating Point Operations(Single Precision FMA)       13312       65536       50449
         45                         flop_count_sp_mul                        Floating Point Operation(Single Precision Mul)        3328       16384       12612
         45                     flop_count_sp_special                   Floating Point Operations(Single Precision Special)           0           0           0
         45                             inst_executed                                                 Instructions Executed       11661       57408       54923
         45                               inst_issued                                                   Instructions Issued       12057       59196       56549
         45                          dram_utilization                                             Device Memory Utilization     Low (1)     Low (2)     Low (1)
         45                           tex_utilization                                             Unified Cache Utilization     Low (1)     Low (1)     Low (1)
         45                         shared_efficiency                                              Shared Memory Efficiency      23.07%      29.47%      27.76%
         45                        shared_utilization                                             Shared Memory Utilization     Low (1)     Low (1)     Low (1)
         45                                inst_fp_32                                               FP Instructions(Single)       19968       98304       79155
         45                                inst_fp_64                                               FP Instructions(Double)           0           0           0
         45                              inst_integer                                                  Integer Instructions      162032      797696      753942
         45                          inst_bit_convert                                              Bit-Convert Instructions           0           0           0
         45                              inst_control                                             Control-Flow Instructions       34944      172032      166459
         45                        inst_compute_ld_st                                               Load/Store Instructions       36712      180736      155826
         45                                 inst_misc                                                     Misc Instructions       66716      328448      302561
         45           inst_inter_thread_communication                                             Inter-Thread Instructions           0           0           0
         45                               issue_slots                                                           Issue Slots        9713       47676       45897
         45                                 cf_issued                                      Issued Control-Flow Instructions        1625        8832        8080
         45                               cf_executed                                    Executed Control-Flow Instructions        1625        8832        8080
         45                               ldst_issued                                        Issued Load/Store Instructions        3458       17024       14708
         45                             ldst_executed                                      Executed Load/Store Instructions        2171       10688       10089
         45                       atomic_transactions                                                   Atomic Transactions           0           0           0
         45           atomic_transactions_per_request                                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
         45                inst_executed_global_loads                              Warp level instructions for global loads         585        2880        2419
         45                 inst_executed_local_loads                               Warp level instructions for local loads           0           0           0
         45                inst_executed_shared_loads                              Warp level instructions for shared loads         572        3072        2834
         45               inst_executed_surface_loads                             Warp level instructions for surface loads           0           0           0
         45               inst_executed_global_stores                             Warp level instructions for global stores          13          64          62
         45                inst_executed_local_stores                              Warp level instructions for local stores           0           0           0
         45               inst_executed_shared_stores                             Warp level instructions for shared stores         221        1088        1000
         45              inst_executed_surface_stores                            Warp level instructions for surface stores           0           0           0
         45              inst_executed_global_atomics                  Warp level instructions for global atom and atom cas           0           0           0
         45           inst_executed_global_reductions                         Warp level instructions for global reductions           0           0           0
         45             inst_executed_surface_atomics                 Warp level instructions for surface atom and atom cas           0           0           0
         45          inst_executed_surface_reductions                        Warp level instructions for surface reductions           0           0           0
         45              inst_executed_shared_atomics                  Warp level shared instructions for atom and atom CAS           0           0           0
         45                     inst_executed_tex_ops                                   Warp level instructions for texture           0           0           0
         45                      l2_global_load_bytes       Bytes read from L2 for misses in Unified Cache for global loads      120832      655360      501213
         45                       l2_local_load_bytes        Bytes read from L2 for misses in Unified Cache for local loads           0           0           0
         45                     l2_surface_load_bytes      Bytes read from L2 for misses in Unified Cache for surface loads           0           0           0
         45                           dram_read_bytes                                Total bytes read from DRAM to L2 cache       53856      272320      206386
         45                          dram_write_bytes                             Total bytes written from L2 cache to DRAM       44032      191072      141959
         45               l2_local_global_store_bytes   Bytes written to L2 from Unified Cache for local and global stores.         416        2048        2011
         45                 l2_global_reduction_bytes          Bytes written to L2 from Unified cache for global reductions           0           0           0
         45              l2_global_atomic_store_bytes             Bytes written to L2 from Unified cache for global atomics           0           0           0
         45                    l2_surface_store_bytes            Bytes written to L2 from Unified Cache for surface stores.           0           0           0
         45                l2_surface_reduction_bytes         Bytes written to L2 from Unified Cache for surface reductions           0           0           0
         45             l2_surface_atomic_store_bytes    Bytes transferred between Unified Cache and L2 for surface atomics           0           0           0
         45                      global_load_requests              Total number of global load requests from Multiprocessor        2080       10240        8044
         45                       local_load_requests               Total number of local load requests from Multiprocessor           0           0           0
         45                     surface_load_requests             Total number of surface load requests from Multiprocessor           0           0           0
         45                     global_store_requests             Total number of global store requests from Multiprocessor          13          64          62
         45                      local_store_requests              Total number of local store requests from Multiprocessor           0           0           0
         45                    surface_store_requests            Total number of surface store requests from Multiprocessor           0           0           0
         45                    global_atomic_requests            Total number of global atomic requests from Multiprocessor           0           0           0
         45                 global_reduction_requests         Total number of global reduction requests from Multiprocessor           0           0           0
         45                   surface_atomic_requests           Total number of surface atomic requests from Multiprocessor           0           0           0
         45                surface_reduction_requests        Total number of surface reduction requests from Multiprocessor           0           0           0
         45                     texture_load_requests             Total number of texture Load requests from Multiprocessor           0           0           0
         45                          stall_inst_fetch                              Issue Stall Reasons (Instructions Fetch)       5.60%      35.00%      20.52%
         45                     stall_exec_dependency                            Issue Stall Reasons (Execution Dependency)       9.53%      16.04%      11.44%
         45                   stall_memory_dependency                                    Issue Stall Reasons (Data Request)      26.95%      51.03%      40.35%
         45                             stall_texture                                         Issue Stall Reasons (Texture)       0.00%       0.00%       0.00%
         45                                stall_sync                                 Issue Stall Reasons (Synchronization)       9.72%      19.62%      12.52%
         45                               stall_other                                           Issue Stall Reasons (Other)       1.64%      19.56%       5.15%
         45          stall_constant_memory_dependency                              Issue Stall Reasons (Immediate constant)       7.21%      13.86%       9.14%
         45                           stall_pipe_busy                                       Issue Stall Reasons (Pipe Busy)       0.29%       0.64%       0.46%
         45                     stall_memory_throttle                                 Issue Stall Reasons (Memory Throttle)       0.01%       0.02%       0.02%
         45                        stall_not_selected                                    Issue Stall Reasons (Not Selected)       0.02%       0.64%       0.40%
         45                  sysmem_read_transactions                                       System Memory Read Transactions           0           0           0
         45                 sysmem_write_transactions                                      System Memory Write Transactions           5           5           5
         45                      l2_read_transactions                                                  L2 Read Transactions        3879       20599       15781
         45                     l2_write_transactions                                                 L2 Write Transactions          19          70          68
         45                          ecc_transactions                                                      ECC Transactions           0           0           0
         45                     local_memory_overhead                                                 Local Memory Overhead       0.00%       0.00%       0.00%
         45                        tex_cache_hit_rate                                                Unified Cache Hit Rate       0.00%      10.45%       2.79%
         45                      l2_tex_read_hit_rate                                           L2 Hit Rate (Texture Reads)      55.75%      59.84%      58.64%
         45                     l2_tex_write_hit_rate                                          L2 Hit Rate (Texture Writes)      84.62%      87.50%      87.44%
         45                    l2_tex_read_throughput                                         L2 Throughput (Texture Reads)  19.436GB/s  84.818GB/s  68.340GB/s
         45                   l2_tex_write_throughput                                        L2 Throughput (Texture Writes)  73.292MB/s  342.95MB/s  280.88MB/s
         45                  l2_tex_read_transactions                                       L2 Transactions (Texture Reads)        3776       20480       15662
         45                 l2_tex_write_transactions                                      L2 Transactions (Texture Writes)          13          64          62
         45                        l2_read_throughput                                                 L2 Throughput (Reads)  20.032GB/s  85.311GB/s  68.860GB/s
         45                       l2_write_throughput                                                L2 Throughput (Writes)  107.12MB/s  375.11MB/s  307.69MB/s
         45                    sysmem_read_throughput                                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         45                   sysmem_write_throughput                                        System Memory Write Throughput  20.659MB/s  28.189MB/s  22.339MB/s
         45                            l2_utilization                                                  L2 Cache Utilization     Low (1)     Low (1)     Low (1)
         45                      l2_atomic_throughput                                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
         45                    l2_atomic_transactions                                     L2 Transactions (Atomic requests)           0           0           0
         45                        sysmem_utilization                                             System Memory Utilization     Low (1)     Low (1)     Low (1)
         45                            ecc_throughput                                                        ECC Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         45                   sysmem_read_utilization                                        System Memory Read Utilization    Idle (0)    Idle (0)    Idle (0)
         45                  sysmem_write_utilization                                       System Memory Write Utilization     Low (1)     Low (1)     Low (1)
         45               pcie_total_data_transmitted                                           PCIe Total Data Transmitted           0         512         170
         45                  pcie_total_data_received                                              PCIe Total Data Received           0         512          68
         45                         sysmem_read_bytes                                              System Memory Read Bytes           0           0           0
         45                        sysmem_write_bytes                                             System Memory Write Bytes         160         160         160
         45                           l2_tex_hit_rate                                                     L2 Cache Hit Rate      56.28%      59.93%      58.85%
         45                          gld_transactions                                              Global Load Transactions        8322       40962       32181
         45              gld_transactions_per_request                                  Global Load Transactions Per Request    8.001488   14.225641   12.563930
         45                  eligible_warps_per_cycle                                       Eligible Warps Per Active Cycle    0.189702    0.525486    0.352813
         45                        flop_sp_efficiency                                          FLOP Efficiency(Peak Single)       0.06%       0.29%       0.21%
         45                        flop_dp_efficiency                                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_min_op<float, float>, bool=0>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(float, int=1)
         15                             sm_efficiency                                               Multiprocessor Activity       1.14%       1.34%       1.20%
         15                        achieved_occupancy                                                    Achieved Occupancy    0.263111    0.334628    0.296451
         15                                       ipc                                                          Executed IPC    0.416569    0.531250    0.481025
         15                                issued_ipc                                                            Issued IPC    0.480236    0.603858    0.529153
         15                             inst_per_warp                                                 Instructions per warp   22.312500   22.312500   22.312500
         15                         branch_efficiency                                                     Branch Efficiency     100.00%     100.00%     100.00%
         15                 warp_execution_efficiency                                             Warp Execution Efficiency     100.00%     100.00%     100.00%
         15         warp_nonpred_execution_efficiency                              Warp Non-Predicated Execution Efficiency      99.44%      99.44%      99.44%
         15                      inst_replay_overhead                                           Instruction Replay Overhead    0.138655    0.140056    0.139216
         15                    issue_slot_utilization                                                Issue Slot Utilization      10.09%      12.69%      11.11%
         15      shared_load_transactions_per_request                           Shared Memory Load Transactions Per Request    0.000000    0.000000    0.000000
         15     shared_store_transactions_per_request                          Shared Memory Store Transactions Per Request    0.000000    0.000000    0.000000
         15       local_load_transactions_per_request                            Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
         15      local_store_transactions_per_request                           Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
         15              gst_transactions_per_request                                 Global Store Transactions Per Request   16.000000   16.000000   16.000000
         15                 shared_store_transactions                                             Shared Store Transactions           0           0           0
         15                  shared_load_transactions                                              Shared Load Transactions           0           0           0
         15                   local_load_transactions                                               Local Load Transactions           0           0           0
         15                  local_store_transactions                                              Local Store Transactions           0           0           0
         15                          gst_transactions                                             Global Store Transactions          32          32          32
         15                    dram_read_transactions                                       Device Memory Read Transactions          36          68          52
         15                   dram_write_transactions                                      Device Memory Write Transactions          48         104          78
         15                           global_hit_rate                                     Global Hit Rate in unified l1/tex       0.00%       0.00%       0.00%
         15                            local_hit_rate                                                        Local Hit Rate       0.00%       0.00%       0.00%
         15                  gld_requested_throughput                                      Requested Global Load Throughput  313.54MB/s  316.66MB/s  315.27MB/s
         15                  gst_requested_throughput                                     Requested Global Store Throughput  311.11MB/s  314.21MB/s  312.83MB/s
         15                            gld_throughput                                                Global Load Throughput  330.55MB/s  333.85MB/s  332.38MB/s
         15                            gst_throughput                                               Global Store Throughput  311.11MB/s  314.21MB/s  312.83MB/s
         15                      dram_read_throughput                                         Device Memory Read Throughput  349.99MB/s  665.13MB/s  508.34MB/s
         15                     dram_write_throughput                                        Device Memory Write Throughput  466.66MB/s  0.9915GB/s  763.82MB/s
         15                      tex_cache_throughput                                              Unified Cache Throughput  388.88MB/s  392.76MB/s  391.03MB/s
         15                     local_load_throughput                                          Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         15                    local_store_throughput                                         Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         15                    shared_load_throughput                                         Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         15                   shared_store_throughput                                        Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         15                            gld_efficiency                                         Global Memory Load Efficiency      94.85%      94.85%      94.85%
         15                            gst_efficiency                                        Global Memory Store Efficiency     100.00%     100.00%     100.00%
         15                    tex_cache_transactions                                            Unified Cache Transactions          40          40          40
         15                         cf_fu_utilization                                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
         15                        tex_fu_utilization                                     Texture Function Unit Utilization     Low (1)     Low (1)     Low (1)
         15                       ldst_fu_utilization                                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
         15           double_precision_fu_utilization                            Double-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
         15                    special_fu_utilization                                     Special Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
         15           single_precision_fu_utilization                            Single-Precision Function Unit Utilization     Low (1)     Low (2)     Low (1)
         15                             flop_count_dp                           Floating Point Operations(Double Precision)           0           0           0
         15                         flop_count_dp_add                       Floating Point Operations(Double Precision Add)           0           0           0
         15                         flop_count_dp_fma                       Floating Point Operations(Double Precision FMA)           0           0           0
         15                         flop_count_dp_mul                       Floating Point Operations(Double Precision Mul)           0           0           0
         15                             flop_count_sp                           Floating Point Operations(Single Precision)           0           0           0
         15                         flop_count_sp_add                       Floating Point Operations(Single Precision Add)           0           0           0
         15                         flop_count_sp_fma                       Floating Point Operations(Single Precision FMA)           0           0           0
         15                         flop_count_sp_mul                        Floating Point Operation(Single Precision Mul)           0           0           0
         15                     flop_count_sp_special                   Floating Point Operations(Single Precision Special)           0           0           0
         15                             inst_executed                                                 Instructions Executed         714         714         714
         15                               inst_issued                                                   Instructions Issued         813         814         813
         15                          dram_utilization                                             Device Memory Utilization     Low (1)     Low (1)     Low (1)
         15                           tex_utilization                                             Unified Cache Utilization     Low (1)     Low (1)     Low (1)
         15                         shared_efficiency                                              Shared Memory Efficiency       0.00%       0.00%       0.00%
         15                        shared_utilization                                             Shared Memory Utilization    Idle (0)    Idle (0)    Idle (0)
         15                                inst_fp_32                                               FP Instructions(Single)         256         256         256
         15                                inst_fp_64                                               FP Instructions(Double)           0           0           0
         15                              inst_integer                                                  Integer Instructions       13888       13888       13888
         15                          inst_bit_convert                                              Bit-Convert Instructions           0           0           0
         15                              inst_control                                             Control-Flow Instructions        3072        3072        3072
         15                        inst_compute_ld_st                                               Load/Store Instructions         192         192         192
         15                                 inst_misc                                                     Misc Instructions        5312        5312        5312
         15           inst_inter_thread_communication                                             Inter-Thread Instructions           0           0           0
         15                               issue_slots                                                           Issue Slots         683         684         683
         15                                 cf_issued                                      Issued Control-Flow Instructions         100         100         100
         15                               cf_executed                                    Executed Control-Flow Instructions         100         100         100
         15                               ldst_issued                                        Issued Load/Store Instructions         112         112         112
         15                             ldst_executed                                      Executed Load/Store Instructions          70          70          70
         15                       atomic_transactions                                                   Atomic Transactions           0           0           0
         15           atomic_transactions_per_request                                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
         15                inst_executed_global_loads                              Warp level instructions for global loads           4           4           4
         15                 inst_executed_local_loads                               Warp level instructions for local loads           0           0           0
         15                inst_executed_shared_loads                              Warp level instructions for shared loads           0           0           0
         15               inst_executed_surface_loads                             Warp level instructions for surface loads           0           0           0
         15               inst_executed_global_stores                             Warp level instructions for global stores           2           2           2
         15                inst_executed_local_stores                              Warp level instructions for local stores           0           0           0
         15               inst_executed_shared_stores                             Warp level instructions for shared stores           0           0           0
         15              inst_executed_surface_stores                            Warp level instructions for surface stores           0           0           0
         15              inst_executed_global_atomics                  Warp level instructions for global atom and atom cas           0           0           0
         15           inst_executed_global_reductions                         Warp level instructions for global reductions           0           0           0
         15             inst_executed_surface_atomics                 Warp level instructions for surface atom and atom cas           0           0           0
         15          inst_executed_surface_reductions                        Warp level instructions for surface reductions           0           0           0
         15              inst_executed_shared_atomics                  Warp level shared instructions for atom and atom CAS           0           0           0
         15                     inst_executed_tex_ops                                   Warp level instructions for texture           0           0           0
         15                      l2_global_load_bytes       Bytes read from L2 for misses in Unified Cache for global loads        1088        1088        1088
         15                       l2_local_load_bytes        Bytes read from L2 for misses in Unified Cache for local loads           0           0           0
         15                     l2_surface_load_bytes      Bytes read from L2 for misses in Unified Cache for surface loads           0           0           0
         15                           dram_read_bytes                                Total bytes read from DRAM to L2 cache        1152        2176        1664
         15                          dram_write_bytes                             Total bytes written from L2 cache to DRAM        1536        3328        2500
         15               l2_local_global_store_bytes   Bytes written to L2 from Unified Cache for local and global stores.        1024        1024        1024
         15                 l2_global_reduction_bytes          Bytes written to L2 from Unified cache for global reductions           0           0           0
         15              l2_global_atomic_store_bytes             Bytes written to L2 from Unified cache for global atomics           0           0           0
         15                    l2_surface_store_bytes            Bytes written to L2 from Unified Cache for surface stores.           0           0           0
         15                l2_surface_reduction_bytes         Bytes written to L2 from Unified Cache for surface reductions           0           0           0
         15             l2_surface_atomic_store_bytes    Bytes transferred between Unified Cache and L2 for surface atomics           0           0           0
         15                      global_load_requests              Total number of global load requests from Multiprocessor          16          16          16
         15                       local_load_requests               Total number of local load requests from Multiprocessor           0           0           0
         15                     surface_load_requests             Total number of surface load requests from Multiprocessor           0           0           0
         15                     global_store_requests             Total number of global store requests from Multiprocessor          32          32          32
         15                      local_store_requests              Total number of local store requests from Multiprocessor           0           0           0
         15                    surface_store_requests            Total number of surface store requests from Multiprocessor           0           0           0
         15                    global_atomic_requests            Total number of global atomic requests from Multiprocessor           0           0           0
         15                 global_reduction_requests         Total number of global reduction requests from Multiprocessor           0           0           0
         15                   surface_atomic_requests           Total number of surface atomic requests from Multiprocessor           0           0           0
         15                surface_reduction_requests        Total number of surface reduction requests from Multiprocessor           0           0           0
         15                     texture_load_requests             Total number of texture Load requests from Multiprocessor           0           0           0
         15                          stall_inst_fetch                              Issue Stall Reasons (Instructions Fetch)      11.59%      38.65%      27.92%
         15                     stall_exec_dependency                            Issue Stall Reasons (Execution Dependency)       5.01%       7.13%       5.82%
         15                   stall_memory_dependency                                    Issue Stall Reasons (Data Request)       2.66%       4.38%       3.20%
         15                             stall_texture                                         Issue Stall Reasons (Texture)       0.00%       0.00%       0.00%
         15                                stall_sync                                 Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
         15                               stall_other                                           Issue Stall Reasons (Other)       5.70%       9.76%       7.30%
         15          stall_constant_memory_dependency                              Issue Stall Reasons (Immediate constant)      45.18%      66.09%      52.96%
         15                           stall_pipe_busy                                       Issue Stall Reasons (Pipe Busy)       0.73%       1.19%       0.92%
         15                     stall_memory_throttle                                 Issue Stall Reasons (Memory Throttle)       0.08%       0.12%       0.09%
         15                        stall_not_selected                                    Issue Stall Reasons (Not Selected)       1.45%       2.17%       1.78%
         15                  sysmem_read_transactions                                       System Memory Read Transactions           0           0           0
         15                 sysmem_write_transactions                                      System Memory Write Transactions           5           5           5
         15                      l2_read_transactions                                                  L2 Read Transactions          57          65          59
         15                     l2_write_transactions                                                 L2 Write Transactions          38          38          38
         15                          ecc_transactions                                                      ECC Transactions           0           0           0
         15                     local_memory_overhead                                                 Local Memory Overhead       0.00%       0.00%       0.00%
         15                        tex_cache_hit_rate                                                Unified Cache Hit Rate       8.33%       8.33%       8.33%
         15                      l2_tex_read_hit_rate                                           L2 Hit Rate (Texture Reads)       2.94%       2.94%       2.94%
         15                     l2_tex_write_hit_rate                                          L2 Hit Rate (Texture Writes)     100.00%     100.00%     100.00%
         15                    l2_tex_read_throughput                                         L2 Throughput (Texture Reads)  330.55MB/s  333.85MB/s  332.38MB/s
         15                   l2_tex_write_throughput                                        L2 Throughput (Texture Writes)  311.11MB/s  314.21MB/s  312.83MB/s
         15                  l2_tex_read_transactions                                       L2 Transactions (Texture Reads)          34          34          34
         15                 l2_tex_write_transactions                                      L2 Transactions (Texture Writes)          32          32          32
         15                        l2_read_throughput                                                 L2 Throughput (Reads)  555.93MB/s  635.99MB/s  578.08MB/s
         15                       l2_write_throughput                                                L2 Throughput (Writes)  369.44MB/s  373.12MB/s  371.48MB/s
         15                    sysmem_read_throughput                                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         15                   sysmem_write_throughput                                        System Memory Write Throughput  48.610MB/s  49.095MB/s  48.879MB/s
         15                            l2_utilization                                                  L2 Cache Utilization     Low (1)     Low (1)     Low (1)
         15                      l2_atomic_throughput                                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
         15                    l2_atomic_transactions                                     L2 Transactions (Atomic requests)           0           0           0
